,Type,s_word,s_word_rate,word,year
288,Yearly_Comparision,30,0.9843854308128357,sightseeing,2008.0
289,Yearly_Comparision,arriving,0.9841777086257935,sightseeing,2008.0
290,Yearly_Comparision,lv,0.9962464570999146,sightseeing,2009.0
291,Yearly_Comparision,flamingo,0.991320013999939,sightseeing,2009.0
292,Yearly_Comparision,game,0.9908632040023804,sightseeing,2009.0
293,Yearly_Comparision,chelsea,0.9897700548171997,sightseeing,2009.0
294,Yearly_Comparision,buckingham,0.9893460869789124,sightseeing,2009.0
295,Yearly_Comparision,novotel,0.9885423183441162,sightseeing,2009.0
296,Yearly_Comparision,golden,0.9884741306304932,sightseeing,2009.0
297,Yearly_Comparision,weekday,0.988319456577301,sightseeing,2009.0
298,Yearly_Comparision,james,0.9878406524658203,sightseeing,2009.0
299,Yearly_Comparision,fairmont,0.9877062439918518,sightseeing,2009.0
300,Yearly_Comparision,yell,0.9566562175750732,party,2002.0
301,Yearly_Comparision,screem,0.892549991607666,party,2002.0
302,Yearly_Comparision,want,0.8579323291778564,party,2002.0
303,Yearly_Comparision,3am,0.8209859132766724,party,2002.0
304,Yearly_Comparision,using,0.8208907842636108,party,2002.0
305,Yearly_Comparision,if,0.8077649474143982,party,2002.0
306,Yearly_Comparision,admidst,0.7974159121513367,party,2002.0
307,Yearly_Comparision,touring,0.7969101071357727,party,2002.0
308,Yearly_Comparision,stairmaster,0.7913298606872559,party,2002.0
309,Yearly_Comparision,car,0.7778437733650208,party,2002.0
310,Yearly_Comparision,held,0.9976897239685059,party,2003.0
311,Yearly_Comparision,flight,0.9966204166412354,party,2003.0
312,Yearly_Comparision,finding,0.9954141974449158,party,2003.0
313,Yearly_Comparision,months,0.9948333501815796,party,2003.0
314,Yearly_Comparision,fell,0.9946377277374268,party,2003.0
315,Yearly_Comparision,dollar,0.9945259690284729,party,2003.0
316,Yearly_Comparision,clock,0.9941049218177795,party,2003.0
317,Yearly_Comparision,dinner,0.9939194321632385,party,2003.0
318,Yearly_Comparision,finished,0.9937906265258789,party,2003.0
319,Yearly_Comparision,advantage,0.9937661290168762,party,2003.0
320,Yearly_Comparision,thru,0.9960246086120605,party,2004.0
321,Yearly_Comparision,starting,0.9946175813674927,party,2004.0
322,Yearly_Comparision,christmas,0.9944819211959839,party,2004.0
323,Yearly_Comparision,la,0.9941397905349731,party,2004.0
324,Yearly_Comparision,21,0.9940861463546753,party,2004.0
325,Yearly_Comparision,months,0.9939234256744385,party,2004.0
326,Yearly_Comparision,stratford,0.9934399127960205,party,2004.0
327,Yearly_Comparision,16,0.9932918548583984,party,2004.0
328,Yearly_Comparision,28,0.9930022954940796,party,2004.0
329,Yearly_Comparision,hilton,0.9928941130638123,party,2004.0
330,Yearly_Comparision,kids,0.9933192133903503,party,2005.0
331,Yearly_Comparision,group,0.9922912120819092,party,2005.0
332,Yearly_Comparision,newspaper,0.9911688566207886,party,2005.0
333,Yearly_Comparision,meal,0.9908164739608765,party,2005.0
334,Yearly_Comparision,appetizers,0.9900908470153809,party,2005.0
335,Yearly_Comparision,online,0.9899376630783081,party,2005.0
336,Yearly_Comparision,reviewer,0.9899041652679443,party,2005.0
337,Yearly_Comparision,difficulty,0.9898651242256165,party,2005.0
338,Yearly_Comparision,ours,0.9896422624588013,party,2005.0
339,Yearly_Comparision,booking,0.98863285779953,party,2005.0
340,Yearly_Comparision,wedding,0.9942936301231384,party,2006.0
341,Yearly_Comparision,28,0.9928266406059265,party,2006.0
342,Yearly_Comparision,meetings,0.9922120571136475,party,2006.0
343,Yearly_Comparision,sam,0.9920690059661865,party,2006.0
344,Yearly_Comparision,website,0.9919517040252686,party,2006.0
345,Yearly_Comparision,start,0.9918700456619263,party,2006.0
346,Yearly_Comparision,marriott,0.9914991855621338,party,2006.0
347,Yearly_Comparision,canadian,0.9914894700050354,party,2006.0
348,Yearly_Comparision,trips,0.9912461042404175,party,2006.0
349,Yearly_Comparision,mid,0.9908009767532349,party,2006.0
350,Yearly_Comparision,entering,0.9937523603439331,party,2007.0
351,Yearly_Comparision,finger,0.9908738732337952,party,2007.0
352,Yearly_Comparision,women,0.9905345439910889,party,2007.0
353,Yearly_Comparision,calls,0.9904413819313049,party,2007.0
354,Yearly_Comparision,heavy,0.9903265237808228,party,2007.0
355,Yearly_Comparision,tours,0.9902133941650391,party,2007.0
356,Yearly_Comparision,kit,0.9896775484085083,party,2007.0
357,Yearly_Comparision,boards,0.9896045923233032,party,2007.0
358,Yearly_Comparision,tray,0.9895618557929993,party,2007.0
359,Yearly_Comparision,bill,0.9893430471420288,party,2007.0
360,Yearly_Comparision,saving,0.9925664663314819,party,2008.0
361,Yearly_Comparision,group,0.9916906356811523,party,2008.0
362,Yearly_Comparision,30am,0.9913104772567749,party,2008.0
363,Yearly_Comparision,meeting,0.991295337677002,party,2008.0
364,Yearly_Comparision,swiped,0.9903122186660767,party,2008.0
365,Yearly_Comparision,hour,0.9898011684417725,party,2008.0
366,Yearly_Comparision,1st,0.9894932508468628,party,2008.0
367,Yearly_Comparision,heads,0.9893314838409424,party,2008.0
368,Yearly_Comparision,ago,0.9890402555465698,party,2008.0
369,Yearly_Comparision,opted,0.9889108538627625,party,2008.0
370,Yearly_Comparision,sightseeing,0.9863414168357849,party,2009.0
371,Yearly_Comparision,getting,0.984889030456543,party,2009.0
372,Yearly_Comparision,tour,0.9846731424331665,party,2009.0
373,Yearly_Comparision,checkout,0.9842592477798462,party,2009.0
374,Yearly_Comparision,parked,0.9838201999664307,party,2009.0
375,Yearly_Comparision,00am,0.9836926460266113,party,2009.0
376,Yearly_Comparision,flamingo,0.9835655689239502,party,2009.0
377,Yearly_Comparision,bill,0.9834874868392944,party,2009.0
378,Yearly_Comparision,clothes,0.9834824800491333,party,2009.0
379,Yearly_Comparision,pounds,0.9834157228469849,party,2009.0
380,Yearly_Comparision,fit,0.7087942957878113,price,2002.0
381,Yearly_Comparision,worth,0.7083585262298584,price,2002.0
382,Yearly_Comparision,decent,0.682309627532959,price,2002.0
383,Yearly_Comparision,difference,0.665197491645813,price,2002.0
384,Yearly_Comparision,especially,0.6626027822494507,price,2002.0
385,Yearly_Comparision,same,0.6552338600158691,price,2002.0
386,Yearly_Comparision,location,0.6430085301399231,price,2002.0
387,Yearly_Comparision,paid,0.6415191888809204,price,2002.0
388,Yearly_Comparision,following,0.6358741521835327,price,2002.0
389,Yearly_Comparision,rebate,0.6346805691719055,price,2002.0
390,Yearly_Comparision,value,0.9706346988677979,price,2003.0
391,Yearly_Comparision,thing,0.9566420316696167,price,2003.0
392,Yearly_Comparision,deal,0.943598210811615,price,2003.0
393,Yearly_Comparision,oliver,0.9374948143959045,price,2003.0
394,Yearly_Comparision,chop,0.9343146085739136,price,2003.0
395,Yearly_Comparision,best,0.9342471361160278,price,2003.0
396,Yearly_Comparision,overall,0.933861494064331,price,2003.0
397,Yearly_Comparision,roadside,0.9304715991020203,price,2003.0
398,Yearly_Comparision,dive,0.924709677696228,price,2003.0
399,Yearly_Comparision,similarly,0.9236188530921936,price,2003.0
400,Yearly_Comparision,value,0.9726065993309021,price,2004.0
401,Yearly_Comparision,deal,0.9537377953529358,price,2004.0
402,Yearly_Comparision,worth,0.9318428039550781,price,2004.0
403,Yearly_Comparision,overall,0.9300263524055481,price,2004.0
404,Yearly_Comparision,unusual,0.9224761724472046,price,2004.0
405,Yearly_Comparision,downfall,0.9206358194351196,price,2004.0
406,Yearly_Comparision,money,0.9198591709136963,price,2004.0
407,Yearly_Comparision,best,0.9187391996383667,price,2004.0
408,Yearly_Comparision,budget,0.9148620367050171,price,2004.0
409,Yearly_Comparision,luxury,0.9143555164337158,price,2004.0
410,Yearly_Comparision,deal,0.962833046913147,price,2005.0
411,Yearly_Comparision,value,0.956765353679657,price,2005.0
412,Yearly_Comparision,fab,0.9432140588760376,price,2005.0
413,Yearly_Comparision,experience,0.9375985860824585,price,2005.0
414,Yearly_Comparision,overall,0.9294490814208984,price,2005.0
415,Yearly_Comparision,thing,0.9254881143569946,price,2005.0
416,Yearly_Comparision,mouse,0.9218085408210754,price,2005.0
417,Yearly_Comparision,bad,0.9215310215950012,price,2005.0
418,Yearly_Comparision,property,0.9191684126853943,price,2005.0
419,Yearly_Comparision,worth,0.917991578578949,price,2005.0
420,Yearly_Comparision,value,0.9637330174446106,price,2006.0
421,Yearly_Comparision,best,0.9480750560760498,price,2006.0
422,Yearly_Comparision,overall,0.9467707872390747,price,2006.0
423,Yearly_Comparision,gem,0.9449063539505005,price,2006.0
424,Yearly_Comparision,establishment,0.9435657262802124,price,2006.0
